userid|query|service_class|query_cpu_time|query_blocks_read|query_execution_time|query_cpu_usage_percent|query_temp_blocks_to_disk|segment_execution_time|cpu_skew|io_skew|scan_row_count|join_row_count|nested_loop_join_row_count|return_row_count|spectrum_scan_row_count|spectrum_scan_size_mb|query_queue_time|service_class_name|xid|elapsed|starttime|endtime|aborted|source_query|concurrency_scaling_status_txt|from_sp_call|substring
100|830527|6|1501|224507|124|80.29|71004|101|16.00|1.58|18000048306|125269||||||Default queue                                                   |5528309|123850172|2024-12-19 10:46:20.887398|2024-12-19 10:48:24.73757|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|829145|6|1918|348226|124|64.34||51|5.65|1.11|17860289088|970840775||||||Default queue                                                   |5504352|123471599|2024-12-19 09:24:15.465985|2024-12-19 09:26:18.937584|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|829726|6|1909|347354|124|64.10||51|4.49|1.08|17799592448|967462259||||||Default queue                                                   |5514081|123328435|2024-12-19 09:57:23.094604|2024-12-19 09:59:26.423039|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|613347|6|2216|126802|124|38.45||121|1.39|1.30|4475077684|4586439132||||||Default queue                                                   |5074909|123274134|2024-12-18 08:24:06.430982|2024-12-18 08:26:09.705116|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|829026|6|1908|346859|124|64.40||51|6.35|1.64|17750672768|972027338||||||Default queue                                                   |5502287|123200223|2024-12-19 09:17:21.128817|2024-12-19 09:19:24.32904|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|616664|6|2225|343526|124|44.81|40199|96|7.31|1.60|18000048306|978378675||||||Default queue                                                   |5136159|123182705|2024-12-18 11:55:23.789697|2024-12-18 11:57:26.972402|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|827701|6|1490|222978|123|79.57|74997|101|5.33|1.66|18000048306|124558||||||Default queue                                                   |5478117|122389180|2024-12-19 07:54:26.239814|2024-12-19 07:56:28.628994|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|833325|6|1488|221683|122|79.88|73597|100|16.00|1.47|18000048306|121328||||||Default queue                                                   |5578418|121881827|2024-12-19 13:37:46.720922|2024-12-19 13:39:48.602749|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|612745|6|1606|195143|122|44.09||116|1.36|1.01|17634585440|||||||Default queue                                                   |5063000|121252359|2024-12-18 07:42:14.951485|2024-12-18 07:44:16.203844|0||0 - Ran on the main cluster||select /* TPC-H Q1 */ l_returnflag, l_linestatus, sum(l_quan
100|619518|6|2238|343419|121|46.22|38646|94|7.69|1.05|18000048306|978378675||||||Default queue                                                   |5187563|120231829|2024-12-18 14:51:02.886531|2024-12-18 14:53:03.11836|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|833100|6|2182|343773|119|45.85|39128|93|6.30|1.39|18000048306|978378675||||||Default queue                                                   |5574262|118388629|2024-12-19 13:23:20.357391|2024-12-19 13:25:18.74602|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|618171|6|1515|222333|119|77.63|85062|95|16.00|1.74|18000048306|124330||||||Default queue                                                   |5162763|118043960|2024-12-18 13:25:40.015788|2024-12-18 13:27:38.059748|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|612659|6|2131|127179|118|40.10||112|1.60|1.20|4478152101|4537255472||||||Default queue                                                   |5061042|117991958|2024-12-18 07:35:37.852796|2024-12-18 07:37:35.844754|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|823657|6|1509|223025|118|79.01|80391|92|5.33|1.83|18000048306|1270250||||||Default queue                                                   |5404778|117339488|2024-12-19 03:41:44.564838|2024-12-19 03:43:41.904326|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|827485|6|2176|343216|117|46.23|38469|91|9.38|1.40|18000048306|978378675||||||Default queue                                                   |5473930|116924552|2024-12-19 07:39:54.571012|2024-12-19 07:41:51.495564|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|617881|6|1518|222938|117|78.06|92606|94|5.33|1.26|18000048306|208778||||||Default queue                                                   |5157043|116805066|2024-12-18 13:07:11.917228|2024-12-18 13:09:08.722294|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|824669|6|2181|344021|117|46.29|40194|91|5.09|1.13|18000048306|978378675||||||Default queue                                                   |5423785|116778073|2024-12-19 04:47:34.665951|2024-12-19 04:49:31.444024|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|830313|6|2180|345355|117|46.34|39048|91|4.70|1.19|18000048306|978378675||||||Default queue                                                   |5524163|116506649|2024-12-19 10:31:53.65062|2024-12-19 10:33:50.157269|0||0 - Ran on the main cluster||select /* TPC-H Q9 */ nation, o_year, sum(amount) as sum_pro
100|615378|6|1506|224630|116|78.31|90887|93|5.33|1.59|18000048306|123877||||||Default queue                                                   |5111851|115751706|2024-12-18 10:31:15.609589|2024-12-18 10:33:11.361295|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|619578|6|1504|224119|116|78.45|90461|94|4.00|1.17|18000048306|148961||||||Default queue                                                   |5188672|115427329|2024-12-18 14:54:51.84801|2024-12-18 14:56:47.275339|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|615090|6|1503|223603|116|77.81|92925|94|4.00|1.54|18000048306|206849||||||Default queue                                                   |5106512|115314656|2024-12-18 10:12:17.219285|2024-12-18 10:14:12.533941|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|617288|6|1498|223782|116|77.96|91406|94|2.67|1.99|18000048306|175509||||||Default queue                                                   |5146333|115220689|2024-12-18 12:30:01.678207|2024-12-18 12:31:56.898896|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|828614|6|1471|219967|116|77.53|90985|93|3.20|1.19|18000048306|203186||||||Default queue                                                   |5494532|115209524|2024-12-19 08:50:39.27059|2024-12-19 08:52:34.480114|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|832312|6|1474|220285|116|77.70|92267|93|5.33|1.40|18000048306|172971||||||Default queue                                                   |5559486|115188306|2024-12-19 12:33:26.401639|2024-12-19 12:35:21.589945|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|618697|6|1511|220180|116|78.25|91849|93|16.00|1.13|18000048306|169574||||||Default queue                                                   |5172636|115059216|2024-12-18 13:59:47.872564|2024-12-18 14:01:42.93178|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|834209|6|1471|220519|116|77.46|90347|93|4.00|1.50|18000048306|207508||||||Default queue                                                   |5594624|115041960|2024-12-19 14:33:40.492589|2024-12-19 14:35:35.534549|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|828732|6|1463|220410|115|77.68|88862|93|4.00|1.16|18000048306|172976||||||Default queue                                                   |5496694|114823157|2024-12-19 08:57:54.848202|2024-12-19 08:59:49.671359|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|615212|6|1497|220632|115|78.20|88583|93|8.00|1.65|18000048306|173608||||||Default queue                                                   |5108615|114797957|2024-12-18 10:19:52.590579|2024-12-18 10:21:47.388536|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|834319|6|1470|221249|115|78.69|76113|91|8.00|1.49|18000048306|175033||||||Default queue                                                   |5596772|114766050|2024-12-19 14:41:03.573045|2024-12-19 14:42:58.339095|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|617423|6|1508|224667|115|79.06|83392|93|16.00|1.73|18000048306|149836||||||Default queue                                                   |5148582|114682898|2024-12-18 12:37:43.028642|2024-12-18 12:39:37.71154|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|833620|6|1454|220242|115|76.95|91150|92|16.00|1.96|18000048306|172472||||||Default queue                                                   |5583992|114640466|2024-12-19 13:56:57.302878|2024-12-19 13:58:51.943344|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|831525|6|1465|222034|115|77.30|89398|92|3.20|1.27|18000048306|174655||||||Default queue                                                   |5546609|114553946|2024-12-19 11:49:24.811853|2024-12-19 11:51:19.365799|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|830052|6|1468|221629|115|78.59|81420|92|3.20|1.13|18000048306|207702||||||Default queue                                                   |5519528|114438249|2024-12-19 10:15:55.181315|2024-12-19 10:17:49.619564|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|830815|6|1454|222418|115|76.85|93093|93|16.00|1.72|18000048306|175883||||||Default queue                                                   |5533999|114197736|2024-12-19 11:05:34.491825|2024-12-19 11:07:28.689561|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|825308|6|1461|221044|115|78.01|83881|91|5.33|2.05|18000048306|146944||||||Default queue                                                   |5435840|114077099|2024-12-19 05:29:14.34158|2024-12-19 05:31:08.418679|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|830928|6|1463|220734|115|77.52|89957|92|5.33|1.64|18000048306|145379||||||Default queue                                                   |5536128|114033353|2024-12-19 11:13:10.04563|2024-12-19 11:15:04.078983|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|833745|6|1468|221850|114|77.39|88904|92|16.00|1.51|18000048306|145040||||||Default queue                                                   |5586216|113857980|2024-12-19 14:04:34.351739|2024-12-19 14:06:28.209719|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|614538|6|1490|220241|114|78.03|91215|92|4.00|1.29|18000048306|145527||||||Default queue                                                   |5097610|113820735|2024-12-18 09:42:08.887427|2024-12-18 09:44:02.708162|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|832847|6|1484|225246|114|78.91|78864|91|1.35|1.38|18000048306|211247||||||Default queue                                                   |5569425|113785517|2024-12-19 13:07:24.377523|2024-12-19 13:09:18.16304|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|831387|6|1461|219627|114|77.80|91080|92|5.33|1.62|18000048306|207823||||||Default queue                                                   |5544448|113589610|2024-12-19 11:41:58.970969|2024-12-19 11:43:52.560579|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|826665|6|1460|219126|114|77.83|90650|92|8.00|1.73|18000048306|171964||||||Default queue                                                   |5459308|113285754|2024-12-19 06:49:53.674819|2024-12-19 06:51:46.960573|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|616391|6|1506|220878|114|78.87|79767|91|8.00|1.51|18000048306|202809||||||Default queue                                                   |5131562|113224438|2024-12-18 11:39:16.872188|2024-12-18 11:41:10.096626|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|828139|6|1459|219151|114|78.28|84600|91|16.00|1.70|18000048306|142247||||||Default queue                                                   |5486075|113187401|2024-12-19 08:21:38.222701|2024-12-19 08:23:31.410102|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|826170|6|1458|218606|114|78.03|88512|92|16.00|2.11|18000048306|119207||||||Default queue                                                   |5449706|113161699|2024-12-19 06:16:31.492807|2024-12-19 06:18:24.654506|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|831720|6|1468|223437|114|77.85|90388|91|8.00|1.51|18000048306|122141||||||Default queue                                                   |5549734|113144275|2024-12-19 11:59:50.954958|2024-12-19 12:01:44.099233|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|824730|6|1452|220048|114|77.78|91836|92|5.33|1.88|18000048306|145080||||||Default queue                                                   |5424877|113005526|2024-12-19 04:51:18.453246|2024-12-19 04:53:11.458772|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|613576|6|1508|223136|113|79.62|78547|90|16.00|1.34|18000048306|208544||||||Default queue                                                   |5079929|112744399|2024-12-18 08:41:31.188854|2024-12-18 08:43:23.933253|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|830371|6|1454|220636|113|77.61|90938|91|4.00|1.22|18000048306|145043||||||Default queue                                                   |5525314|112707396|2024-12-19 10:35:36.560432|2024-12-19 10:37:29.267828|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|612628|6|1377|248820|113|56.97||52|1.39|1.33|17826007552|876903909||||||Default queue                                                   |5060171|112698805|2024-12-18 07:33:35.470608|2024-12-18 07:35:28.169413|0||0 - Ran on the main cluster||CREATE TEMP TABLE volt_tt_629866a404b1b(l_orderkey, l_suppke
100|827537|6|1455|221385|112|78.11|89917|90|3.20|1.65|18000048306|145673||||||Default queue                                                   |5474980|111831622|2024-12-19 07:43:37.321864|2024-12-19 07:45:29.153486|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|833160|6|1452|219853|112|78.13|85963|89|5.33|1.48|18000048306|141540||||||Default queue                                                   |5575371|111384785|2024-12-19 13:27:09.132096|2024-12-19 13:29:00.516881|0||0 - Ran on the main cluster||select /* TPC-H Q18 */ c_name, c_custkey, o_orderkey, o_orde
100|613140|6|1603|196543|111|45.73||111|1.17|1.01|17763052270|||||||Default queue                                                   |5070956|110335034|2024-12-18 08:10:14.670411|2024-12-18 08:12:05.005445|0||0 - Ran on the main cluster||select /* TPC-H Q1 */ l_returnflag, l_linestatus, sum(l_quan
100|612803|6|1141|194617|110|38.73||82|4.52|1.30|17905300812|546379151|||||1|Default queue                                                   |5064108|109727720|2024-12-18 07:46:13.641311|2024-12-18 07:48:03.369031|0||0 - Ran on the main cluster||select /* TPC-H Q5 */ n_name, sum(l_extendedprice * (1 - l_d
100|612712|6|1324|85273|103|45.87|2303|93|1.41|1.38|18000048306|155290029||||||Default queue                                                   |5062273|102717608|2024-12-18 07:39:44.016536|2024-12-18 07:41:26.734144|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|613414|6|1422|85352|103|44.24|9024|102|1.60|1.61|18000048306|152614266||||||Default queue                                                   |5076652|102369137|2024-12-18 08:30:10.363167|2024-12-18 08:31:52.732304|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|612865|6|1340|248050|103|58.26||53|1.67|1.44|17852184576|877030208||||||Default queue                                                   |5065120|102352985|2024-12-18 07:50:36.802326|2024-12-18 07:52:19.155311|0||0 - Ran on the main cluster||CREATE TEMP TABLE volt_tt_62986a88f2999(l_orderkey, l_suppke
100|613474|6|1131|247133|103|55.49||51|2.64|2.11|17781648448|877206240||||||Default queue                                                   |5077626|102168664|2024-12-18 08:34:21.630465|2024-12-18 08:36:03.799129|0||0 - Ran on the main cluster||CREATE TEMP TABLE volt_tt_6298744ebc4f5(l_orderkey, l_suppke
100|612663|6||0|1|||1|||||||||91|Default queue                                                   |5061169|91929735|2024-12-18 07:36:04.878544|2024-12-18 07:37:36.808279|0||0 - Ran on the main cluster||select a.*, b.* from sys_query_detail a, sys_query_explain b
100|824364|6|1121|85486|89|44.29||88|2.09|1.48|18000048306|154728100||||||Default queue                                                   |5418040|88105160|2024-12-19 04:27:27.387528|2024-12-19 04:28:55.492688|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|824650|6|1132|85226|89|44.48|279|88|1.65|1.67|18000048306|154091080||||||Default queue                                                   |5423381|88018601|2024-12-19 04:46:06.602105|2024-12-19 04:47:34.620706|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|613401|6|1265|196332|88|46.25||87|1.19|1.01|17739653168|||||||Default queue                                                   |5076250|87013147|2024-12-18 08:28:43.317161|2024-12-18 08:30:10.330308|0||0 - Ran on the main cluster||select /* TPC-H Q1 */ l_returnflag, l_linestatus, sum(l_quan
100|613299|6|1126|193767|87|40.98||76|4.83|1.42|17863708637|546177874||||||Default queue                                                   |5073894|86223877|2024-12-18 08:20:33.61455|2024-12-18 08:21:59.838427|0||0 - Ran on the main cluster||select /* TPC-H Q5 */ n_name, sum(l_extendedprice * (1 - l_d
100|831423|6|1869|125991|84|47.99||83|1.92|1.74|4467017853|4522343806||||||Default queue                                                   |5545226|83790841|2024-12-19 11:44:37.821423|2024-12-19 11:46:01.612264|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|831331|6|1883|125522|83|49.21||81|1.30|1.33|4457063493|4555227225||||||Default queue                                                   |5543553|82284692|2024-12-19 11:38:49.238236|2024-12-19 11:40:11.522928|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|616059|6|1056|84355|83|44.50||82|7.61|6.34|18000048306|152962401||||||Default queue                                                   |5125190|82114586|2024-12-18 11:17:10.532393|2024-12-18 11:18:32.646979|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|616542|6|1906|125970|83|49.90||81|1.85|1.75|4477389267|4540651383||||||Default queue                                                   |5134010|82081456|2024-12-18 11:47:32.136136|2024-12-18 11:48:54.217592|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|617922|6|1901|126424|82|50.03||81|1.28|1.21|4463003941|4520289117||||||Default queue                                                   |5157907|81887345|2024-12-18 13:09:55.322103|2024-12-18 13:11:17.209448|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|618784|6|1908|127208|82|49.97||81|1.41|1.15|4477267919|4531528471||||||Default queue                                                   |5174087|81879769|2024-12-18 14:04:43.942416|2024-12-18 14:06:05.822185|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|831938|6|1071|84766|82|44.99||81|2.59|2.65|18000048306|153745929||||||Default queue                                                   |5553361|81502635|2024-12-19 12:12:20.259356|2024-12-19 12:13:41.761991|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|612824|6|766|145391|82|34.58||42|8.21|2.20|5295888000|433433283||||||Default queue                                                   |5064632|81434274|2024-12-18 07:48:03.421354|2024-12-18 07:49:24.855628|0||0 - Ran on the main cluster||select /* TPC-H Q7 */ supp_nation, cust_nation, l_year, sum(
100|824543|6|1879|126302|82|49.52||81|1.78|1.37|4467200182|4558423809||||||Default queue                                                   |5421532|81401696|2024-12-19 04:39:36.495144|2024-12-19 04:40:57.89684|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|823716|6|1877|126562|82|49.68||80|1.66|1.31|4470742360|4543518184||||||Default queue                                                   |5405978|81371275|2024-12-19 03:45:57.870684|2024-12-19 03:47:19.241959|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|614922|6|1097|84658|82|45.48|12565|81|2.52|2.63|18000048306|153505140||||||Default queue                                                   |5104320|81355405|2024-12-18 10:05:25.909458|2024-12-18 10:06:47.264863|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|613698|6|1902|126528|82|50.16||80|1.60|1.41|4472997503|4517137393||||||Default queue                                                   |5082317|81282196|2024-12-18 08:50:02.346537|2024-12-18 08:51:23.628733|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|617577|6|1905|125993|82|50.21||80|1.33|1.25|4462054085|4526980188||||||Default queue                                                   |5151899|81254019|2024-12-18 12:49:15.926513|2024-12-18 12:50:37.180532|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|615962|6|1903|125651|82|50.18||80|1.93|2.03|4465209950|4539290497||||||Default queue                                                   |5123087|81247237|2024-12-18 11:09:56.593795|2024-12-18 11:11:17.841032|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|618526|6|1903|125530|82|50.20||80|1.39|1.12|4472805500|4558402380||||||Default queue                                                   |5169574|81209206|2024-12-18 13:49:00.365617|2024-12-18 13:50:21.574823|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|619387|6|1898|126301|82|49.97||80|1.23|1.22|4470355367|4534974673||||||Default queue                                                   |5185253|81181959|2024-12-18 14:43:01.808324|2024-12-18 14:44:22.990283|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|831093|6|1866|125861|82|49.55||80|1.79|1.88|4469828499|4534477203||||||Default queue                                                   |5539427|81149808|2024-12-19 11:24:26.755064|2024-12-19 11:25:47.904872|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|828336|6|1862|125651|82|49.55||80|1.82|1.90|4460944169|4502826215||||||Default queue                                                   |5489459|81136590|2024-12-19 08:33:01.039491|2024-12-19 08:34:22.176081|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|615272|6|1081|84493|82|45.41||81|2.85|2.53|18000048306|155230557||||||Default queue                                                   |5109709|81004160|2024-12-18 10:23:30.272088|2024-12-18 10:24:51.276248|0||0 - Ran on the main cluster||select /* TPC-H Q4 */ o_orderpriority, count(*) as order_cou
100|615018|6|1903|126204|81|50.25||80|1.85|1.30|4468220709|4552426423||||||Default queue                                                   |5105488|80963509|2024-12-18 10:09:07.867051|2024-12-18 10:10:28.83056|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|825472|6|1866|125955|81|49.61||80|1.19|1.26|4462573872|4500196505||||||Default queue                                                   |5439059|80962346|2024-12-19 05:40:33.922595|2024-12-19 05:41:54.884941|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|616824|6|1887|124949|81|49.91||80|1.85|1.24|4452038808|4579930543||||||Default queue                                                   |5138368|80950122|2024-12-18 12:02:33.982228|2024-12-18 12:03:54.93235|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|833903|6|1876|125571|81|49.76||80|1.51|1.65|4459833109|4563835853||||||Default queue                                                   |5589415|80946789|2024-12-19 14:15:48.430479|2024-12-19 14:17:09.377268|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|826502|6|1862|125165|81|49.50||80|1.65|1.42|4463522530|4557181988||||||Default queue                                                   |5456231|80916356|2024-12-19 06:39:16.295038|2024-12-19 06:40:37.211394|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|830191|6|1861|126797|81|49.54||79|1.71|1.17|4464868567|4516272196||||||Default queue                                                   |5521957|80861855|2024-12-19 10:24:06.739583|2024-12-19 10:25:27.601438|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|827335|6|1862|126819|81|49.53||80|1.45|1.21|4471746406|4526665789||||||Default queue                                                   |5471685|80841613|2024-12-19 07:32:10.08419|2024-12-19 07:33:30.925803|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|825804|6|1865|125741|81|49.68||80|1.92|1.37|4464914581|4508143123||28||||Default queue                                                   |5443424|80840741|2024-12-19 05:55:02.064501|2024-12-19 05:56:22.905242|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|832976|6|1869|125524|81|49.71||80|1.49|1.49|4464198141|4536270226||||||Default queue                                                   |5571930|80813308|2024-12-19 13:15:33.162066|2024-12-19 13:16:53.975374|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|619019|6|1902|125896|81|50.41||80|1.85|1.76|4468014611|4554311360||||||Default queue                                                   |5178655|80809323|2024-12-18 14:20:23.006699|2024-12-18 14:21:43.816022|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|615717|6|1892|125565|81|50.16||80|1.33|1.27|4452596576|4529994415||||||Default queue                                                   |5118513|80801977|2024-12-18 10:54:14.028749|2024-12-18 10:55:34.830726|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|613935|6|1869|126390|81|49.78||80|1.52|1.41|4472404342|4520767367||||||Default queue                                                   |5086839|80793056|2024-12-18 09:05:34.460762|2024-12-18 09:06:55.253818|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|831791|6|1865|126588|81|49.61||80|2.18|1.35|4474872211|4526579730||||||Default queue                                                   |5551091|80792729|2024-12-19 12:04:32.839922|2024-12-19 12:05:53.632651|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|617838|6|1897|126098|81|50.26||80|1.85|1.20|4468246651|4528294444||||||Default queue                                                   |5156164|80779810|2024-12-18 13:04:01.066403|2024-12-18 13:05:21.846213|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|616203|6|1905|126132|81|50.40||80|2.00|1.78|4474979155|4561531611||||||Default queue                                                   |5127642|80777862|2024-12-18 11:25:34.805951|2024-12-18 11:26:55.583813|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|828568|6|1872|126479|81|49.82||80|1.66|1.40|4467325133|4530751332||||||Default queue                                                   |5493551|80767790|2024-12-19 08:47:30.199622|2024-12-19 08:48:50.967412|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|618243|6|1902|126063|81|50.29||80|1.91|1.87|4484489711|4579798446||||||Default queue                                                   |5164180|80764014|2024-12-18 13:30:29.434618|2024-12-18 13:31:50.198632|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
100|824772|6|1856|125594|81|49.50||80|1.19|1.25|4461552581|4519145635||||||Default queue                                                   |5425823|80761803|2024-12-19 04:54:22.906822|2024-12-19 04:55:43.668625|0||0 - Ran on the main cluster||select /* TPC-H Q13 */ c_count, count(*) as custdist from ( 
